canonical,direct_use_status,mining_role,terminal_allowed,allowed_ast_positions,mining_lane,economic_effect_family,semantic_redundancy_group,data_inputs,scalar_parameters,context_inputs,group_inputs,event_inputs,output_semantic_kind,output_unit,supported_markets,source_recipes,runtime_cost,production_certified,directly_usable,retention_reason,delete_reason,replacement
intra_segment_return,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close,segment|session_tz|endpoint_policy,,,,series,,ashare|us,minute_bar,1,True,True,stock-level alpha (verified role),,
intra_segment_volume_share,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,volume|segment|session_tz,,,,,series,,ashare|us,minute_bar,1,True,True,stock-level alpha (verified role),,
intra_segment_vwap_deviation,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,segment|session_tz,,,,series,,ashare|us,minute_bar,1,False,False,stock-level alpha (verified role),,
intra_session_boundary_jump,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,price,volume|pre_close|boundary|pre_bars|post_bars|output,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_session_mean_reversion,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close,,,,,series,,ashare|us,minute_bar,5,False,False,stock-level alpha (verified role),,
intra_session_return_asymmetry,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_signed_imbalance_proxy,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|value,,,,,series,,ashare|us,minute_bar,1,True,True,stock-level alpha (verified role),,
intra_signed_jump_ratio,move_internal,internal,False,,supporting,intraday_microstructure,,close,threshold_scale,,,,series,,ashare|us,minute_bar,1,False,False,internal supporting layer — not public mining,,
intra_signed_return_profile_cosine,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close,window,,,,series,,ashare|us,minute_bar,7,False,False,stock-level alpha (verified role),,
intra_signed_tail_variation_ratio,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close,threshold_scale,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_slice_mask_pair_reduce,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,x|y|mask_field,window|slice|mask_side|mask_q|y_lag|reducer|min_pairs,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_slice_mask_reduce,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,x|mask_field,window|slice|mask_side|mask_q|reducer|min_bars,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_slot_amount_surprise,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,amount,window,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_slot_volatility_surprise,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,high|low,window,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_slot_volume_surprise,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,volume,window,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_smart_money_vwap_ratio,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_count,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,state,target|window_days,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_dwell_stats,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,state,target_state|output|min_slots,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_follow_beta,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,x|state|target,lead_bars|window_days|min_events,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_follow_corr,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,x|state|target,lead_bars|window_days|min_events,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_follow_ratio,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,x|state|target,lead_bars|window_days,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_interval_moment,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,state|target,moment|window_days|min_events,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_pair_same_slot_corr,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,state_a|target_a|state_b|target_b,window_days|min_slots,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_sum,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,x|state|target,window_days,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_transition_entropy,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,state,min_slots|normalize|include_self,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_state_vwap,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,price|volume|state|target,window_days,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_supply_absorption_score,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,price|volume|amount,event|horizon|output,,,,series,,ashare|us,minute_bar,8,False,False,stock-level alpha (verified role),,
intra_tail_event_count,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close,threshold_scale,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_tail_volume_share,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|volume,tail_quantile,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_time_above_vwap,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_tripower_quarticity,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_up_down_semibeta,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|free_market_cap,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_up_up_semibeta,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|free_market_cap,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_ute_high,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close,edge_minutes,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_ute_low,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close,mid_start|mid_end,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_volume_at_price_profile,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,price|volume,bins|weighting|price_basis|normalize|output,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_volume_imbalance,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|volume,,,,,series,,ashare|us,minute_bar,5,False,False,stock-level alpha (verified role),,
intra_volume_price_alignment,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|volume,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_volume_profile_cosine,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,x,window,,,,series,,ashare|us,minute_bar,7,False,False,stock-level alpha (verified role),,
intra_volume_profile_jsd,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,x,window,,,,series,,ashare|us,minute_bar,7,False,False,stock-level alpha (verified role),,
intra_volume_profile_peak_geometry,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,price|volume,bins|smooth|min_prominence|output,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_volume_profile_supply_structure,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,price|volume,bins|decay|output,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_volume_profile_value_area,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,price|volume,bins|target_mass|output,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_vwap_above_ratio,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,,,,,series,,ashare|us,minute_bar,1,True,True,stock-level alpha (verified role),,
intra_vwap_cross_count,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,,,,,series,,ashare|us,minute_bar,1,False,False,stock-level alpha (verified role),,
intra_vwap_path_curvature,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_vwap_path_curvature_pct,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_vwap_path_slope,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_vwap_path_slope_pct,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intra_vwap_reversion_speed,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|amount|volume,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intraday_activity_duration_curvature,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,unknown,,activity,buckets|calendar,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intraday_barrier_approach_acceleration,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,unknown,,close|high_limit|low_limit,lookback|session_tz,,,,series,,ashare|us,minute_bar,5,False,False,stock-level alpha (verified role),,
intraday_bvc_imbalance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|volume,scale_window|locked,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
intraday_impact_asymmetry,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns|flow,min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
intraday_impact_beta,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns|flow,min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
intraday_impact_decay_rate,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,unknown,,ret|amount,horizon|shock_quantile,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intraday_jump_test_stat,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
intraday_medrv,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
intraday_minrv,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
intraday_profile_pca_residual,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|session_id,history_days|n_components|min_history_sessions|calendar,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
intraday_profile_phase_shift,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,history_days|max_shift|n_slots|session_tz,,,,series,,ashare|us,minute_bar,6,False,False,intraday profile phase shift,,
intraday_profile_surprise_energy,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,unknown,,x,history_days|n_slots|cap|session_tz,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intraday_quantile_curve_pca_residual,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window|k|session_tz,,,,series,,ashare|us,minute_bar,8,False,False,intraday quantile-curve PCA residual,,
intraday_quantile_curve_pca_score,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window|k|session_tz,,,,series,,ashare|us,minute_bar,8,False,False,intraday quantile-curve PCA score,,
intraday_realized_power_variation,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,order|sampling|session_tz,,,,series,,ashare|us,minute_bar,3,False,False,intraday realized power variation,,
intraday_realized_semivariance_balance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
intraday_return_wasserstein_shift,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,lookback_days,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
intraday_rv_signature_curvature,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
intraday_rv_signature_slope,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,unknown,,close,,,,,series,,ashare|us,minute_bar,6,False,False,stock-level alpha (verified role),,
intraday_session_shape_novelty,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|session_id,history_days|min_history_sessions|calendar,,,,series,,ashare|us,daily_bar,7,False,False,stock-level alpha (verified role),,
intraday_subsampled_rv_dispersion,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,unknown,,returns,sampling|session_tz,,,,series,,ashare|us,minute_bar,4,False,False,stock-level alpha (verified role),,
intraday_volatility,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,open|close,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
intraday_volatility_concentration,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
intraday_volatility_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
intraday_volatility_signature_slope,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,unknown,,returns,max_interval|session_tz,,,,series,,ashare|us,minute_bar,4,False,False,stock-level alpha (verified role),,
intraday_volatility_time_centroid,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,returns,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
intraday_volume_clock_path_efficiency,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,price|activity,buckets|open,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
intraday_volume_clock_roughness,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,price|activity,buckets|open,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
intraday_vwap_deviation,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,intraday_microstructure,,close|price|volume,,,,,series,,ashare|us,daily_bar,1,False,False,A-share direct with certified minute source; US blocked (no minute source) — market-context direct use,,
intraday_wasserstein_pair_distance,direct_alpha,intraday_eod,True,intermediate|terminal,alpha_direct,unknown,,x|y,session_tz,,,,series,,ashare|us,minute_bar,4,False,False,stock-level alpha (verified role),,
inverse,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,,,,,series,,ashare|us,daily_bar,0,True,True,stock-level alpha (verified role),,
is_finite,direct_condition,condition,False,condition,condition,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,Boolean/comparison/missingness — condition slot only,,
is_infinite,direct_condition,condition,False,condition,condition,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,Boolean/comparison/missingness — condition slot only,,
is_nan,direct_condition,condition,False,condition,condition,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,Boolean/comparison/missingness — condition slot only,,
is_not_null,direct_condition,condition,False,condition,condition,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,Boolean/comparison/missingness — condition slot only,,
is_null,direct_condition,condition,False,condition,condition,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,Boolean/comparison/missingness — condition slot only,,
kama_distance_pct,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close,er_window|fast_window|slow_window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
keltner_breakout_strength,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|close,ema_window|atr_window|multiplier,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
keltner_compression,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|close,ema_window|atr_window|multiplier|score_window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
keltner_width_pct,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|close,ema_window|atr_window|multiplier,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
le,direct_condition,condition,False,condition,condition,unknown,,x|y,,,,,series,,ashare|us,daily_bar,0,True,True,Boolean/comparison/missingness — condition slot only,,
lerp,direct_control_flow,recipe_internal,False,control_flow,control_flow,unknown,,a|b,fraction,,,,series,,ashare|us,daily_bar,1,False,False,linear interpolation — control-flow building block,,
lf1_amihud_own,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret|amount,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lf1_herfindahl_volume,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,volume,min_breadth,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lf1_liquidity_decay_base,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,shock_mark,decay_scale|window,,,,series,same_as:shock_mark,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lf1_market_share_turnover,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,amount,min_breadth,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lf1_mean_variance_turnover,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,turnover,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lf1_own_volume_share,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,volume,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lf1_ret_volume_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret|volume,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lf1_turnover_distribution_skew,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,turnover,min_breadth,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
lf1_volume_amihud_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret|amount,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lf1_volume_amplification,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,amount,ba_window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lf1_volume_concentration,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,volume,top_share|min_breadth,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
limit_down_close,direct_event,event,False,condition|mask,event,unknown,,close|lower_limit,tick_tolerance,,,,series,,ashare,daily_bar,1,False,False,A-share limit Boolean — event mask,,
limit_up_close,direct_event,event,False,condition|mask,event,unknown,,close|upper_limit,tick_tolerance,,,,series,,ashare,daily_bar,1,False,False,A-share limit Boolean — event mask,,
listing_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,listing_date,,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
log,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,monotonic_transform,x,,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
log10,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
log2,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
log_abs,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
log_positive_or_nan,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lqtp_historical_cvar,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|q,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
lt,direct_condition,condition,False,condition,condition,unknown,,x|y,,,,,series,,ashare|us,daily_bar,0,True,True,Boolean/comparison/missingness — condition slot only,,
m1_corr_momentum,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret|market_ret,window|corr_window|min_periods,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
m1_cs_momentum_dispersion,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,window|min_periods|min_breadth,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
m1_momentum_regime,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,window|threshold|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
m1_momentum_speed_change,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,fast_window|slow_window|min_periods,,,,series,same_as:ret,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
m1_momentum_stability,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
m1_momentum_strength,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,window|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
m1_rank_momentum_gap,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,fast_window|slow_window|min_periods|min_breadth,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
m1_ranked_momentum,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,window|min_periods|min_breadth,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
m1_volume_adjusted_momentum,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret|turnover,window|min_periods,,,,series,same_as:ret,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ma_slope_pct,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
market_cap_free_cap_gap,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,market_cap|free_market_cap,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
maximum,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,flex_max_min,x|y,,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
micro_bvc_vpin,research_tool,research,False,,supporting,unknown,,close|volume,scale_window|bucket_count,,,,series,,ashare|us,daily_bar,1,False,False,research-tier operator — research tool only,,intraday_bvc_imbalance
minimum,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,flex_max_min,x|y,,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
multi_index_entry_intensity,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,entry_index_a|entry_index_b|entry_index_c,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
multiply,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|y,,,,,series,,ashare|us,daily_bar,0,True,True,stock-level alpha (verified role),,
ne,direct_condition,condition,False,condition,condition,unknown,,x|y,,,,,series,,ashare|us,daily_bar,0,True,True,Boolean/comparison/missingness — condition slot only,,
neg,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
negative_event_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,event,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
negative_event_rate,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,event,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
nonfinite_to_num,research_tool,research,False,,supporting,unknown,,x,num,,,,series,,ashare|us,daily_bar,1,False,False,research-tier operator — research tool only,,
normalize,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,monotonic_transform,x,,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
not_,direct_condition,condition,False,condition,condition,unknown,,x,,,,,series,,ashare|us,daily_bar,0,True,True,Boolean/comparison/missingness — condition slot only,,
ofi_abs_imbalance_trend,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,signed_volume,window|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ofi_dominant_direction,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,signed_volume,window|min_periods|threshold,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ofi_imbalance_agreement,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,signed_volume,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ofi_imbalance_cv,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,signed_volume,window|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ofi_imbalance_persistence,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,signed_volume,window|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ofi_reversal_rate,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,signed_volume,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
