factor_id,factor_name_zh,category,subcategory,dsl,variant,base_factor,direction_high_is_good,replication_grade,applicability,pit_class,implementation_status,missing_dsl_operators,pending_allowlist_operators,source_preprocessing_requirements,missing_raw_fields,virtual_source_fields,derived_relation_fields,required_fields,operators_used,required_new_operators,source_acronym,source_name,source_authors,source_year,source_journal,source_sign,source_category,source_definition_summary,notes,ast_syntax_valid,dsl_calls,field_identifiers,required_new_operators_original,dsl_normalized,formula_hash,formula_duplicate_count,canonical_factor_id_for_formula,is_canonical_formula,source_url,evidence_type,increment_batch,ast_error,duplicate_of_existing,duplicate_within_supplement,selected_variant,selection_reason,library_role,preprocess_policy
SUP_GRX110,人力生产率行业内排名增速,growth_advanced,rank_growth,"subtract(group_rank(safe_div(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(cf_staff_behalf_paid, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), industry_industry_code), group_rank(period_lag(safe_div(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(cf_staff_behalf_paid, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), cf_report_period_end_date, periods=4, revision_policy='latest_available'), industry_industry_code))",raw,SUP_GRX110,1,broker_adapted,non_financial,strict_pit,requires_surface_promotion,,period_lag,,,,,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,group_rank|period_lag|safe_div|subtract|ttm_from_cumulative,,GUOSEN2025,财务报表中的Alpha因子扩容与增强,国信证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,group_rank|period_lag|safe_div|subtract|ttm_from_cumulative,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"subtract(group_rank(safe_div(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(cf_staff_behalf_paid,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),industry_industry_code),group_rank(period_lag(safe_div(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(cf_staff_behalf_paid,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),cf_report_period_end_date,periods=4,revision_policy='latest_available'),industry_industry_code))",4357740a4395bc8c,1,SUP_GRX110,True,https://www.sdyanbao.com/detail/904884,broker_research,supplement_20260804,,False,False,raw,原公式已经排名、标准化、残差化或完成时间序列统计，避免重复变换,single_production_default,不再生成DSL变体；按模型需要在统一预处理层做稳健去极值/标准化
SUP_GRX111,人力生产率增长加速度,growth_advanced,acceleration,"period_change(yoy_by_period(safe_div(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(cf_staff_behalf_paid, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), cf_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), cf_report_period_end_date, periods=1, mode='absolute', require_consecutive=True, revision_policy='latest_available')",raw,SUP_GRX111,1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date,period_change|safe_div|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,period_change|safe_div|ttm_from_cumulative|yoy_by_period,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date,,"period_change(yoy_by_period(safe_div(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(cf_staff_behalf_paid,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),cf_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),cf_report_period_end_date,periods=1,mode='absolute',require_consecutive=True,revision_policy='latest_available')",f669e8422caf9442,1,SUP_GRX111,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,raw,评分、状态、异常、期限或统计量因子，保留原始经济含义,single_production_default,不再生成DSL变体；按模型需要在统一预处理层做稳健去极值/标准化
SUP_GRX112,人力生产率稳健增长斜率,growth_advanced,robust_growth,"fin_trend_slope(safe_div(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(cf_staff_behalf_paid, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), cf_report_period_end_date, periods=8)",raw,SUP_GRX112,1,broker_adapted,non_financial,strict_pit,requires_surface_promotion,,fin_trend_slope,,,,,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date,fin_trend_slope|safe_div|ttm_from_cumulative,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,fin_trend_slope|safe_div|ttm_from_cumulative,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date,fiscal_rolling_slope,"fin_trend_slope(safe_div(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(cf_staff_behalf_paid,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),cf_report_period_end_date,periods=8)",1a4875fab2a77d14,1,SUP_GRX112,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,raw,原公式已经排名、标准化、残差化或完成时间序列统计，避免重复变换,single_production_default,不再生成DSL变体；按模型需要在统一预处理层做稳健去极值/标准化
SUP_GRX113,人力生产率增长方向一致性,growth_advanced,growth_consistency,"fiscal_direction_consistency(period_change(safe_div(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(cf_staff_behalf_paid, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), cf_report_period_end_date, periods=1, mode='absolute', require_consecutive=True, revision_policy='latest_available'), cf_report_period_end_date, periods=8, require_consecutive=True)",raw,SUP_GRX113,1,broker_adapted,non_financial,strict_pit,requires_operator_extension,fiscal_direction_consistency,,,,,,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date,fiscal_direction_consistency|period_change|safe_div|ttm_from_cumulative,fiscal_direction_consistency,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,fiscal_direction_consistency|period_change|safe_div|ttm_from_cumulative,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date,fiscal_direction_consistency,"fiscal_direction_consistency(period_change(safe_div(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(cf_staff_behalf_paid,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),cf_report_period_end_date,periods=1,mode='absolute',require_consecutive=True,revision_policy='latest_available'),cf_report_period_end_date,periods=8,require_consecutive=True)",cd3506c1cbc0f863,1,SUP_GRX113,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,raw,原公式已经排名、标准化、残差化或完成时间序列统计，避免重复变换,single_production_default,不再生成DSL变体；按模型需要在统一预处理层做稳健去极值/标准化
SUP_GRX114,人力生产率增长标准化意外,growth_advanced,growth_surprise,"fiscal_standardized_surprise(safe_div(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(cf_staff_behalf_paid, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), cf_report_period_end_date, seasonal_lag=4, lookback_periods=12, require_consecutive=True)",raw,SUP_GRX114,1,broker_adapted,non_financial,strict_pit,requires_operator_extension,fiscal_standardized_surprise,,,,,,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date,fiscal_standardized_surprise|safe_div|ttm_from_cumulative,fiscal_standardized_surprise,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,fiscal_standardized_surprise|safe_div|ttm_from_cumulative,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date,fiscal_standardized_surprise,"fiscal_standardized_surprise(safe_div(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(cf_staff_behalf_paid,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),cf_report_period_end_date,seasonal_lag=4,lookback_periods=12,require_consecutive=True)",538fce4179c5820f,1,SUP_GRX114,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,raw,原公式已经排名、标准化、残差化或完成时间序列统计，避免重复变换,single_production_default,不再生成DSL变体；按模型需要在统一预处理层做稳健去极值/标准化
SUP_GRX115,盈利与现金流增长差,growth_advanced,growth_disagreement,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_np_parent_company_owners, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(ttm_from_cumulative(cf_net_operate_cash_flow, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), cf_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,SUP_GRX115,-1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code,group_rank|subtract|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,group_rank|subtract|ttm_from_cumulative|yoy_by_period,cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_np_parent_company_owners,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(ttm_from_cumulative(cf_net_operate_cash_flow,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),cf_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",0b0ff08fd13cd41c,1,SUP_GRX115__irank,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
SUP_GRX116,收入与应收增长差,growth_advanced,growth_disagreement,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(bal_account_receivable, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,SUP_GRX116,1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,bal_account_receivable|bal_report_period_end_date|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,group_rank|subtract|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,group_rank|subtract|ttm_from_cumulative|yoy_by_period,bal_account_receivable|bal_report_period_end_date|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(bal_account_receivable,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",41307bcafe976b3d,1,SUP_GRX116__irank,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
SUP_GRX117,收入与存货增长差,growth_advanced,growth_disagreement,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(bal_inventories, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,SUP_GRX117,1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,bal_inventories|bal_report_period_end_date|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,group_rank|subtract|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,group_rank|subtract|ttm_from_cumulative|yoy_by_period,bal_inventories|bal_report_period_end_date|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(bal_inventories,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",1405dc4ecd8daf98,1,SUP_GRX117__irank,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
SUP_GRX118,收入与合同资产增长差,growth_advanced,growth_disagreement,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(bal_contract_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,SUP_GRX118,1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,bal_contract_assets|bal_report_period_end_date|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,group_rank|subtract|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,group_rank|subtract|ttm_from_cumulative|yoy_by_period,bal_contract_assets|bal_report_period_end_date|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(bal_contract_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",c78ba8cb19bd365d,1,SUP_GRX118__irank,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
SUP_GRX119,收入与员工投入增长差,growth_advanced,growth_disagreement,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(ttm_from_cumulative(cf_staff_behalf_paid, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), cf_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,SUP_GRX119,1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,group_rank|subtract|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,group_rank|subtract|ttm_from_cumulative|yoy_by_period,cf_fiscal_quarter|cf_report_period_end_date|cf_staff_behalf_paid|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(ttm_from_cumulative(cf_staff_behalf_paid,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),cf_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",9671433a5a6bd4fb,1,SUP_GRX119__irank,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
SUP_GRX120,毛利与销售费用增长差,growth_advanced,growth_disagreement,"group_rank(subtract(yoy_by_period(subtract(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(inc_operating_cost, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available')), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(ttm_from_cumulative(inc_sale_expense, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,SUP_GRX120,1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,inc_fiscal_quarter|inc_operating_cost|inc_operating_revenue|inc_report_period_end_date|inc_sale_expense|industry_industry_code,group_rank|subtract|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,group_rank|subtract|ttm_from_cumulative|yoy_by_period,inc_fiscal_quarter|inc_operating_cost|inc_operating_revenue|inc_report_period_end_date|inc_sale_expense|industry_industry_code,,"group_rank(subtract(yoy_by_period(subtract(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(inc_operating_cost,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available')),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(ttm_from_cumulative(inc_sale_expense,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",32ec05fd92be74ab,1,SUP_GRX120__irank,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
SUP_GRX121,利润与资本开支增长协同,growth_advanced,growth_disagreement,"group_rank(add(yoy_by_period(ttm_from_cumulative(inc_np_parent_company_owners, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(ttm_from_cumulative(cf_fix_intan_other_asset_acqui_cash, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), cf_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,SUP_GRX121,1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,cf_fiscal_quarter|cf_fix_intan_other_asset_acqui_cash|cf_report_period_end_date|inc_fiscal_quarter|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code,add|group_rank|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,add|group_rank|ttm_from_cumulative|yoy_by_period,cf_fiscal_quarter|cf_fix_intan_other_asset_acqui_cash|cf_report_period_end_date|inc_fiscal_quarter|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code,,"group_rank(add(yoy_by_period(ttm_from_cumulative(inc_np_parent_company_owners,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(ttm_from_cumulative(cf_fix_intan_other_asset_acqui_cash,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),cf_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",4de9de9f9888e87d,1,SUP_GRX121__irank,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
SUP_GRX122,研发增长领先收入增长,growth_advanced,growth_disagreement,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_rd_expenses, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,SUP_GRX122,1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,inc_fiscal_quarter|inc_operating_revenue|inc_rd_expenses|inc_report_period_end_date|industry_industry_code,group_rank|subtract|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,group_rank|subtract|ttm_from_cumulative|yoy_by_period,inc_fiscal_quarter|inc_operating_revenue|inc_rd_expenses|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(inc_rd_expenses,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",d8fbebe78f4faed4,1,SUP_GRX122__irank,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
SUP_GRX123,现金流增长领先利润增长,growth_advanced,growth_disagreement,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(cf_net_operate_cash_flow, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), cf_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(ttm_from_cumulative(inc_np_parent_company_owners, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,SUP_GRX123,1,broker_adapted,non_financial,strict_pit,dsl_signature_ready,,,,,,,cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code,group_rank|subtract|ttm_from_cumulative|yoy_by_period,,HUATAI2025,成长因子改造手册,华泰证券金融工程团队,2025,券商研究报告,,growth_advanced,,,True,group_rank|subtract|ttm_from_cumulative|yoy_by_period,cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(ttm_from_cumulative(cf_net_operate_cash_flow,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),cf_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(ttm_from_cumulative(inc_np_parent_company_owners,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",acb3b2c98712a9ce,1,SUP_GRX123__irank,True,https://www.sdyanbao.com/detail/921779,broker_research,supplement_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
