canonical,aliases,source_file,source_symbol,category,business_category,surface,production_certification,role,terminal_allowed,deterministic,pit_safe_claim,stateful,input_arity,input_grain,output_grain,input_units,output_unit,params,default_params,backends,window_semantics,tags,description
intra_vwap_path_slope_pct,,cleaned_operators.intraday.vwap_path,IntraVwapPathSlopePct,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,minute,daily,,,close|amount|volume,{},pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|source_blocked|grain_minute_to_daily|signature:close,amount,volume->series|unit:ratio|cost:6|domain:intraday",VWAP 路径斜率（%首价）。
intra_vwap_reversion_speed,,cleaned_operators.intraday.vwap_path,IntraVwapReversionSpeed,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,minute,daily,,,close|amount|volume,{},pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|source_blocked|grain_minute_to_daily|signature:close,amount,volume->series|unit:level|cost:6|domain:intraday",VWAP 偏离 AR(1) 系数。
intraday_activity_duration_curvature,,cleaned_operators.intraday_activity_duration,IntradayActivityDurationCurvature,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,minute,daily,,,activity|buckets|calendar,{},pandas_numpy|polars,,"intraday|minute|daily|pit_safe|causal|deterministic|signature:activity,buckets,calendar->series|domain:intraday|unit:ratio|cost:6",分钟 activity 等量分桶时长的二阶曲率（mean Δ²D / MAD(D)，无量纲）。
intraday_barrier_approach_acceleration,,cleaned_operators.advanced_intraday,IntradayBarrierApproachAcceleration,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,close|high_limit|low_limit|lookback|session_tz,"{""session_tz"": ""MISSING""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:close,high_limit,low_limit,lookback,session_tz->series|unit:ratio|cost:5|extended",涨/跌停接近加速度（线性 headroom 二阶差分，带方向，连续逼近时段平均）。
intraday_bvc_imbalance,,cleaned_operators.microstructure.flow_impact,IntradayBvcImbalance,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,close|volume|scale_window|locked,{},pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|source_blocked|signature:close,volume,scale_window,locked->series|unit:ratio|cost:1",BV-C 成交量分类买卖流不平衡 (sum V(2Phi(z)-1)/sum V)。
intraday_impact_asymmetry,,cleaned_operators.microstructure.flow_impact,IntradayImpactAsymmetry,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|flow|min_periods,{},pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|source_blocked|signature:returns,flow,min_periods->series|unit:ratio|cost:1",买卖冲击不对称 (lambda_+ - |lambda_-|)/(|lambda_+|+|lambda_-|)。
intraday_impact_beta,,cleaned_operators.microstructure.flow_impact,IntradayImpactBeta,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|flow|min_periods,{},pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|source_blocked|signature:returns,flow,min_periods->series|unit:impact|cost:1",日内价格冲击回归斜率 lambda (r = alpha + lambda*q)。
intraday_impact_decay_rate,,cleaned_operators.intraday_impact,IntradayImpactDecayRate,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,ret|amount|horizon|shock_quantile,"{""horizon"": ""MISSING"", ""shock_quantile"": ""MISSING""}",pandas_numpy|polars,,"intraday|minute|pit_safe|causal|deterministic|signature:ret,amount,horizon,shock_quantile->series|domain:intraday|unit:level|cost:6|extended",冲击后价格冲击幅度的衰减率 κ（>0 衰减 / <0 放大）。 available_at=session_close（EOD 实现特征，仅 T+1 使用，禁止当日盘中决策）。
intraday_jump_test_stat,,cleaned_operators.jump_robust,IntradayJumpTestStat,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|window,{},pandas_numpy|polars,,"intraday_microstructure|daily|pit_safe|causal|typed_v2|deterministic|signature:returns,window->series|domain:intraday_variation|unit:zscore|cost:4",日内跳跃检验 BNS 线性 z 统计量（幅度，无方向）。
intraday_medrv,,cleaned_operators.jump_robust,IntradayMedRV,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|window,{},pandas_numpy|polars,,"intraday_microstructure|daily|pit_safe|causal|typed_v2|deterministic|signature:returns,window->series|domain:intraday_variation|unit:variance|cost:3",日内 MedRV 中位数跳跃稳健已实现方差。
intraday_minrv,,cleaned_operators.jump_robust,IntradayMinRV,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|window,{},pandas_numpy|polars,,"intraday_microstructure|daily|pit_safe|causal|typed_v2|deterministic|signature:returns,window->series|domain:intraday_variation|unit:variance|cost:3",日内 MinRV 最小值跳跃稳健已实现方差。
intraday_profile_pca_residual,,cleaned_operators.intraday_session,IntradayProfilePcaResidual,intraday_session,intraday_session,daily,PENDING,,,,,,,,,,,x|session_id|history_days|n_components|min_history_sessions|calendar,"{""history_days"": ""MISSING"", ""min_history_sessions"": ""MISSING"", ""n_components"": ""MISSING""}",pandas_numpy|polars,,"intraday_session|daily|pit_safe|causal|typed_v2|deterministic|signature:x,session_id,history_days,n_components,min_history_sessions,calendar->series|domain:intraday_session|unit:ratio|cost:8",当前 session 形态相对历史 PCA 主成分重建的归一化残差。
intraday_profile_phase_shift,,cleaned_operators.advanced_intraday,IntradayProfilePhaseShift,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,x|history_days|max_shift|n_slots|session_tz,"{""session_tz"": ""MISSING""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:x,history_days,max_shift,n_slots,session_tz->series|unit:phase|cost:6|extended",日内 profile 最佳相位偏移 k/n_slots（高峰提前/延后）。
intraday_profile_surprise_energy,,cleaned_operators.advanced_intraday,IntradayProfileSurpriseEnergy,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,x|history_days|n_slots|cap|session_tz,"{""session_tz"": ""MISSING""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:x,history_days,n_slots,cap,session_tz->series|unit:energy|cost:6|extended","日内 profile 异常能量 mean(min(z², cap))（z 按历史 slot 中位数/MAD）。"
intraday_quantile_curve_pca_residual,,cleaned_operators.advanced_intraday,IntradayQuantileCurvePcaResidual,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,returns|window|k|session_tz,"{""session_tz"": ""MISSING""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:returns,window,k,session_tz->series|unit:ratio|cost:8|extended",日内收益分位曲线滚动 PCA 投影残差范数。
intraday_quantile_curve_pca_score,,cleaned_operators.advanced_intraday,IntradayQuantileCurvePcaScore,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,returns|window|k|session_tz,"{""session_tz"": ""MISSING""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:returns,window,k,session_tz->series|unit:ratio|cost:8|extended",日内收益分位曲线滚动 PCA 第 k 主成分得分（Euclidean，非 Wasserstein PCA）。
intraday_realized_power_variation,,cleaned_operators.advanced_intraday,IntradayRealizedPowerVariation,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,returns|order|sampling|session_tz,"{""session_tz"": ""MISSING""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:returns,order,sampling,session_tz->series|unit:power|cost:3|extended",已实现幂变差 Σ|R_k|^p（order=p，k=sampling 分钟聚合收益）。
intraday_realized_semivariance_balance,,cleaned_operators.intraday_vol_ext,IntradayRealizedSemivarianceBalance,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|window,{},pandas_numpy|polars|sql,,"intraday_microstructure|daily|pit_safe|causal|typed_v2|deterministic|signature:returns,window->series|domain:intraday_volatility_shape|unit:ratio|cost:2",上行 vs 下行已实现半方差失衡。
intraday_return_wasserstein_shift,,cleaned_operators.microstructure.flow_impact,IntradayReturnWassersteinShift,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|lookback_days,{},pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|source_blocked|signature:returns,lookback_days->series|unit:ratio|cost:1",当日分钟收益分布相对过去 N 日的 W1 距离(MAD 标准化)。
intraday_rv_signature_curvature,,cleaned_operators.intraday_vol_ext,IntradayRvSignatureCurvature,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|window,{},pandas_numpy|polars,,"intraday_microstructure|daily|pit_safe|causal|typed_v2|deterministic|signature:returns,window->series|domain:intraday_volatility_shape|unit:ratio|cost:4",日内 RV signature 二次曲率。
intraday_rv_signature_slope,,cleaned_operators.intraday.higher_moments,IntradayRvSignatureSlope,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,minute,daily,,,close,{},pandas_numpy|polars,,intraday|daily_agg|minute|pit_safe|causal|typed_v2|source_blocked|grain_minute_to_daily|signature:close->series|unit:ratio|cost:6|domain:intraday,日内 RV signature 斜率 log RV vs log Δ。
intraday_session_shape_novelty,,cleaned_operators.intraday_session,IntradaySessionShapeNovelty,intraday_session,intraday_session,daily,PENDING,,,,,,,,,,,x|session_id|history_days|min_history_sessions|calendar,"{""history_days"": ""MISSING"", ""min_history_sessions"": ""MISSING""}",pandas_numpy|polars,,"intraday_session|daily|pit_safe|causal|typed_v2|deterministic|signature:x,session_id,history_days,min_history_sessions,calendar->series|domain:intraday_session|unit:ratio|cost:7",当前 session 标准化分时形态到最近历史 session 形态的 RMSE 距离（节点数无关）。
intraday_subsampled_rv_dispersion,,cleaned_operators.advanced_intraday,IntradaySubsampledRvDispersion,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,returns|sampling|session_tz,"{""session_tz"": ""MISSING""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:returns,sampling,session_tz->series|unit:ratio|cost:4|extended",重采样网格已实现波动率变异系数 Std(RV)/Mean(RV)。
intraday_volatility,,cleaned_operators.price_volume.technical_extensions,Production_intraday_volatility,ohlc_volatility,technical_extension,daily,PENDING,,,,,,,,,,,open|close|window,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Annualized close-to-open intraday volatility.
intraday_volatility_concentration,,cleaned_operators.intraday_vol_ext,IntradayVolatilityConcentration,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|window,{},pandas_numpy|polars|sql,,"intraday_microstructure|daily|pit_safe|causal|typed_v2|deterministic|signature:returns,window->series|domain:intraday_volatility_shape|unit:ratio|cost:2",日内已实现方差集中度（HHI）。
intraday_volatility_entropy,,cleaned_operators.intraday_vol_ext,IntradayVolatilityEntropy,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|window,{},pandas_numpy|polars|sql,,"intraday_microstructure|daily|pit_safe|causal|typed_v2|deterministic|signature:returns,window->series|domain:intraday_volatility_shape|unit:entropy|cost:2",日内已实现方差分布归一化熵。
intraday_volatility_signature_slope,,cleaned_operators.advanced_intraday,IntradayVolatilitySignatureSlope,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,returns|max_interval|session_tz,"{""session_tz"": ""MISSING""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:returns,max_interval,session_tz->series|unit:slope|cost:4|extended",波动率签名斜率（log RV ~ log interval 回归斜率）。
intraday_volatility_time_centroid,,cleaned_operators.intraday_vol_ext,IntradayVolatilityTimeCentroid,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,returns|window,{},pandas_numpy|polars,,"intraday_microstructure|daily|pit_safe|causal|typed_v2|deterministic|signature:returns,window->series|domain:intraday_volatility_shape|unit:ratio|cost:2",日内已实现方差的时间质心（早/晚偏置）。
intraday_volume_clock_path_efficiency,,cleaned_operators.volume_clock,IntradayVolumeClockPathEfficiency,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,price|activity|buckets|open,"{""buckets"": ""16""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:price,activity,buckets,open->series|domain:price_volume|unit:ratio|cost:4",成交量时钟路径效率（等 activity 网格，log-price）。
intraday_volume_clock_roughness,,cleaned_operators.volume_clock,IntradayVolumeClockRoughness,intraday_microstructure,intraday_microstructure,daily,PENDING,,,,,,,,,,,price|activity|buckets|open,"{""buckets"": ""16""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:price,activity,buckets,open->series|domain:price_volume|unit:ratio|cost:4",成交量时钟粗糙度（等 activity 网格二阶/一阶差平方比）。
intraday_vwap_deviation,,cleaned_operators.microstructure.ops,IntradayVwapDeviationOp,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,,,,,close|price|volume,{},pandas_numpy|polars,,microstructure|pit_safe|session_aware|extended,"close / session_cum_vwap(price, volume) - 1（按日 reset）"
intraday_wasserstein_pair_distance,,cleaned_operators.advanced_intraday,IntradayWassersteinPairDistance,intraday_microstructure,intraday_microstructure,extended,PENDING,,,,,,,minute,daily,,,x|y|session_tz,"{""session_tz"": ""MISSING""}",pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|deterministic|signature:x,y,session_tz->series|unit:ratio|cost:4|extended",两日内分布 W1 距离（分位网格 + 基准序列同日 MAD 缩放，非对称）。
inverse,inv|reciprocal,cleaned_operators.common.elementwise,InverseOp,elementwise_math,elementwise_math,daily,PENDING,,,,,,,,,,,,{},pandas_numpy|polars|sql,,,Basic runtime operator
is_finite,,cleaned_operators.technical.signal,IsFinite,signal,technical_signal,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,signal|check,判断是否为有限数
is_infinite,IS_INFINITE|is_inf,cleaned_operators.common.data_cleaning,IsInfinite,data_handling,data_cleaning,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,data_handling|check,判断是否为 ±Inf
is_nan,IS_NAN,cleaned_operators.common.data_cleaning,IsNaN,data_handling,data_cleaning,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,data_handling|missing|check,判断是否为NaN
is_not_null,IS_NOT_NULL,cleaned_operators.common.data_cleaning,IsNotNull,data_handling,data_cleaning,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,data_handling|missing|check,判断是否非 NULL
is_null,IS_NULL,cleaned_operators.common.data_cleaning,IsNull,data_handling,data_cleaning,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,data_handling|missing|check,判断是否为 NULL/缺失
le,,cleaned_operators.common.scalar_compare,ScalarLe,elementwise_math,elementwise_math,daily,PENDING,,,,,,,,,,,x|y,{},pandas_numpy|polars|sql,,comparison|scalar_broadcast|pit_safe,le comparison with symmetric scalar broadcasting
lerp,,cleaned_operators.common.elementwise,Lerp,math,elementwise_math,daily,PENDING,,,,,,,,,,,a|b|fraction,{},pandas_numpy|polars|sql,,math|interpolation,线性插值 a + f*(b-a)
limit_down_close,limit_down_state,cleaned_operators.ashare.ops,LimitDownState,ashare,trading_state,daily,PENDING,,,,,,,,,,,close|lower_limit|tick_tolerance,{},pandas_numpy|polars|sql,,"ashare|daily|pit_safe|causal|typed_v2|signature:close,lower_limit,tick_tolerance->series|domain:trading_state|unit:boolean|cost:1",Deprecated alias of limit_down_close.
limit_up_close,limit_up_state,cleaned_operators.ashare.ops,LimitUpState,ashare,trading_state,daily,PENDING,,,,,,,,,,,close|upper_limit|tick_tolerance,{},pandas_numpy|polars|sql,,"ashare|daily|pit_safe|causal|typed_v2|signature:close,upper_limit,tick_tolerance->series|domain:trading_state|unit:boolean|cost:1",Deprecated alias of limit_up_close.
listing_age,,cleaned_operators.index_listing.ops_v2,IndexListing_listing_age,index,index,daily,PENDING,,,,,,,,,,,listing_date,{},pandas_numpy|polars,,index|ashare|daily|pit_safe|causal|typed_v2|signature:listing_date->series|domain:index|unit:count|cost:2,上市日距当前交易日数（非上市股 NaN）。
log,LOG|ln,cleaned_operators.common.elementwise,Log,math,elementwise_math,daily,PENDING,,,,,,,,,,,,{},pandas_numpy|polars|sql,,math|logarithm|ln,计算自然对数（底数为e）
log10,,cleaned_operators.common.elementwise,Log10,math,elementwise_math,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,math|logarithm|lg,计算以10为底的对数
log2,,cleaned_operators.common.elementwise,Log2,math,elementwise_math,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,math|logarithm|binary,计算以2为底的对数
log_abs,,cleaned_operators.common.elementwise,LogAbs,math,elementwise_math,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,math|utility,返回log(abs(x))
log_positive_or_nan,,cleaned_operators.overhaul.base,PandasFunctionOperator,elementwise,,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars,,daily|panel|elementwise,对数正域映射：x>0 取 log(x)，否则 NaN（不把非法域夹到 epsilon）。
lqtp_historical_cvar,,cleaned_operators.lqtp_compat,LQTPHistoricalCVaR,time_series,risk,daily,PENDING,,,,,,,,,,,x|window|q,{},pandas_numpy|polars,,time_series|risk|pit_safe|causal|lqtp_compat,historical CVaR/Expected Shortfall: -mean(lower-tail returns)
lt,,cleaned_operators.common.scalar_compare,ScalarLt,elementwise_math,elementwise_math,daily,PENDING,,,,,,,,,,,x|y,{},pandas_numpy|polars|sql,,comparison|scalar_broadcast|pit_safe,lt comparison with symmetric scalar broadcasting
market_cap_free_cap_gap,,cleaned_operators.valuation.ops_v2,Valuation_market_cap_free_cap_gap,valuation,valuation,daily,PENDING,,,,,,,,,,,market_cap|free_market_cap,{},pandas_numpy|polars,,"valuation|ashare|daily|pit_safe|causal|typed_v2|signature:market_cap,free_market_cap->series|domain:valuation|unit:level|cost:1",log(MarketCap) - log(FreeMarketCap)。
maximum,fmax,cleaned_operators.common.polars_np_parity,MaximumNp,math,elementwise_math,daily,PENDING,,,,,,,,,,,x|y,{},pandas_numpy|polars|sql,,math|parity,"逐元素 max(x,y)"
micro_bvc_vpin,,cleaned_operators.microstructure.flow_impact,MicroBvcVpin,intraday_microstructure,intraday_microstructure,research,DENIED,,,,,,,,,,,close|volume|scale_window|bucket_count,{},pandas_numpy|polars,,"intraday|daily_agg|minute|pit_safe|causal|typed_v2|source_blocked|signature:close,volume,scale_window,bucket_count->series|unit:ratio|cost:1|research","BV-C 等量桶 VPIN (sum|OF_b|/total_volume), 边界分钟按量切分。"
minimum,fmin,cleaned_operators.common.polars_np_parity,MinimumNp,math,elementwise_math,daily,PENDING,,,,,,,,,,,x|y,{},pandas_numpy|polars|sql,,math|parity,"逐元素 min(x,y)"
multi_index_entry_intensity,,cleaned_operators.index_listing.ops_v2,IndexListing_multi_index_entry_intensity,index,index,daily,PENDING,,,,,,,,,,,entry_index_a|entry_index_b|entry_index_c|window,{},pandas_numpy|polars,,"index|ashare|daily|pit_safe|causal|typed_v2|signature:entry_index_a,entry_index_b,entry_index_c,window->series|domain:index|unit:count|cost:2",短期内同时进入多个指数的数量。
multiply,,cleaned_operators.common.elementwise,MultiplyOp,elementwise_math,elementwise_math,daily,PENDING,,,,,,,,,,,,{},pandas_numpy|polars|sql,,allow_panel_broadcast,Basic runtime operator
ne,,cleaned_operators.common.scalar_compare,ScalarNe,elementwise_math,elementwise_math,daily,PENDING,,,,,,,,,,,x|y,{},pandas_numpy|polars|sql,,comparison|scalar_broadcast|pit_safe,ne comparison with symmetric scalar broadcasting
neg,negate|reverse,cleaned_operators.common.elementwise,Neg,math,elementwise_math,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,math|unary|negative,返回-x
normalize,,cleaned_operators.common.elementwise,Normalize,math,elementwise_math,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,math|utility|normalize,"归一化到[0, 1]"
not_,,cleaned_operators.common.elementwise,NotOp,elementwise_math,elementwise_math,daily,PENDING,,,,,,,,,,,,{},pandas_numpy|polars|sql,,,Basic runtime operator
ohlc_corwin_schultz_spread,,cleaned_operators.spread_estimators,OhlcCorwinSchultzSpread,spread_estimator,spread_estimator,extended,PENDING,,,,,,,,,,,high|low|smooth_window,{},pandas_numpy|polars,,"spread_estimator|pit_safe|causal|typed_v2|deterministic|signature:high,low,smooth_window->series|domain:price_volume|unit:fraction|cost:4|extended",Corwin-Schultz 两日高低价 spread 估计（平滑后）。
open_close_return,intraday_return,cleaned_operators.return_decomp,OpenCloseReturn,return_decomposition,return_decomposition,daily,PENDING,,,,,,,,,open|close,,open|close|price_basis,{},pandas_numpy|polars|sql,,"return_decomposition|daily|pit_safe|causal|typed_v2|signature:open,close,price_basis->series|domain:return|unit:return|cost:1",开盘到收盘收益 close/open - 1。
open_to_vwap_return,,cleaned_operators.return_decomp,OpenToVwapReturn,return_decomposition,return_decomposition,daily,PENDING,,,,,,,,,open|vwap,,open|vwap|price_basis,{},pandas_numpy|polars|sql,,"return_decomposition|daily|pit_safe|causal|typed_v2|signature:open,vwap,price_basis->series|domain:return|unit:return|cost:1",开盘到 VWAP 收益 vwap/open - 1。
or_,,cleaned_operators.common.elementwise,OrOp,elementwise_math,elementwise_math,daily,PENDING,,,,,,,,,,,,{},pandas_numpy|polars|sql,,,Basic runtime operator
overnight_return,,cleaned_operators.return_decomp,OvernightReturn,return_decomposition,return_decomposition,daily,PENDING,,,,,,,,,open|pre_close,,open|pre_close|price_basis,{},pandas_numpy|polars|sql,,"return_decomposition|daily|pit_safe|causal|typed_v2|signature:open,pre_close,price_basis->series|domain:return|unit:return|cost:1",隔夜收益 open/pre_close - 1。
overnight_volatility,,cleaned_operators.price_volume.technical_extensions,Production_overnight_volatility,ohlc_volatility,technical_extension,daily,PENDING,,,,,,,,,,,open|close|window,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Annualized volatility of open versus previous close.
panel_mixture_of_experts_score,,cleaned_operators.cross_section.panel_model,PanelModel_panel_mixture_of_experts_score,panel_model,panel_model,extended,PENDING,,,,,,,,,,,y|x1|x2|x3|x4|market_state|window|n_experts|label_horizon,"{""label_horizon"": ""MISSING"", ""n_experts"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:y,x1,x2,x3,x4,market_state,window,n_experts,label_horizon->series|domain:panel_model|unit:forecast|cost:10|supervised_model|not_pit_certified|extended",基于市场状态的 Mixture-of-Experts 加权预测（训练窗口截至前一日，label_horizon 内未成熟标签自动排除）。
panel_regime_conditioned_forecast,,cleaned_operators.cross_section.panel_model,PanelModel_panel_regime_conditioned_forecast,panel_model,panel_model,extended,PENDING,,,,,,,,,,,y|x1|x2|x3|x4|market_state|window|n_regimes|label_horizon,"{""label_horizon"": ""MISSING"", ""n_regimes"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:y,x1,x2,x3,x4,market_state,window,n_regimes,label_horizon->series|domain:panel_model|unit:forecast|cost:10|supervised_model|not_pit_certified|extended",按市场状态分 regime 训练的条件线性预测（训练窗口截至前一日，label_horizon 内未成熟标签自动排除）。
panel_rolling_elastic_net_forecast,,cleaned_operators.cross_section.panel_model,PanelModel_panel_rolling_elastic_net_forecast,panel_model,panel_model,extended,PENDING,,,,,,,,,,,y|x1|x2|x3|x4|window|alpha|l1_ratio|label_horizon,"{""alpha"": ""MISSING"", ""l1_ratio"": ""MISSING"", ""label_horizon"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:y,x1,x2,x3,x4,window,alpha,l1_ratio,label_horizon->series|domain:panel_model|unit:forecast|cost:10|supervised_model|not_pit_certified|extended",滚动 ElasticNet 预测（label_horizon 内未成熟标签自动排除）。
panel_rolling_pca_explained_ratio,,cleaned_operators.cross_section.panel_model,PanelModel_panel_rolling_pca_explained_ratio,panel_model,panel_model,extended,PENDING,,,,,,,,,,,ret|window|n_components,"{""n_components"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:ret,window,n_components->series|domain:panel_model|unit:level|cost:10|pit_safe|extended",每股被共同因子解释的比例（1 - 残差方差/总方差，每股独立）。
panel_rolling_pca_loading,,cleaned_operators.cross_section.panel_model,PanelModel_panel_rolling_pca_loading,panel_model,panel_model,extended,PENDING,,,,,,,,,,,ret|window|component,"{""component"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:ret,window,component->series|domain:panel_model|unit:loading|cost:10|pit_safe|extended",过去窗口收益矩阵 PCA 的指定主成分载荷（跨窗 sign 对齐）。
panel_rolling_pca_resid,,cleaned_operators.cross_section.panel_model,PanelModel_panel_rolling_pca_resid,panel_model,panel_model,extended,PENDING,,,,,,,,,,,ret|window|n_components,"{""n_components"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:ret,window,n_components->series|domain:panel_model|unit:level|cost:10|pit_safe|extended",当前收益相对前 K 主成分模型的残差。
panel_rolling_pca_resid_momentum,,cleaned_operators.cross_section.panel_model,PanelModel_panel_rolling_pca_resid_momentum,panel_model,panel_model,extended,PENDING,,,,,,,,,,,ret|window|n_components,"{""n_components"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:ret,window,n_components->series|domain:panel_model|unit:level|cost:10|pit_safe|extended",PCA 残差累计收益。
panel_rolling_pca_resid_vol,,cleaned_operators.cross_section.panel_model,PanelModel_panel_rolling_pca_resid_vol,panel_model,panel_model,extended,PENDING,,,,,,,,,,,ret|window|n_components,"{""n_components"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:ret,window,n_components->series|domain:panel_model|unit:volatility|cost:10|pit_safe|extended",PCA 残差波动率（过去窗口）。
panel_rolling_pcr_forecast,,cleaned_operators.cross_section.panel_model,PanelModel_panel_rolling_pcr_forecast,panel_model,panel_model,extended,PENDING,,,,,,,,,,,y|x1|x2|x3|x4|window|n_components|label_horizon,"{""label_horizon"": ""MISSING"", ""n_components"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:y,x1,x2,x3,x4,window,n_components,label_horizon->series|domain:panel_model|unit:forecast|cost:10|supervised_model|not_pit_certified|extended",滚动 PCR 预测（label_horizon 内训练标签自动排除，未成熟标签不参与拟合）。
panel_rolling_pls_forecast,,cleaned_operators.cross_section.panel_model,PanelModel_panel_rolling_pls_forecast,panel_model,panel_model,extended,PENDING,,,,,,,,,,,y|x1|x2|x3|x4|window|n_components|label_horizon,"{""label_horizon"": ""MISSING"", ""n_components"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel_model|causal|typed_v2|signature:y,x1,x2,x3,x4,window,n_components,label_horizon->series|domain:panel_model|unit:forecast|cost:10|supervised_model|not_pit_certified|extended",滚动 PLS 预测（label_horizon 内未成熟标签自动排除）。
parkinson_vol,,cleaned_operators.price_volume.technical_extensions,Production_parkinson_vol,ohlc_volatility,technical_extension,daily,PENDING,,,,,,,,,,,high|low|window,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Annualized Parkinson high-low volatility estimator.
